,ipRange,ipHop,timeSubmitSec,inList,appHour,label,browserType,inCustType,packageType,weekDayType
0,24517.434149453493,0.0,17.956233252013973,0.0,10.995443847961281,0,edge,Y,G,Fri
1,87.26896104444717,0.0,18.074800339268478,0.0,11.003571684368026,0,chrome,Y,A,Sun
2,21545.637318676523,0.0,20.032475894527824,1.0,11.996335764238411,0,edge,N,D,Sun
3,20999.785615557823,1.0,2.901782259012841,3.0,21.740258066949895,1,vivaldi,Y,N,Sun
4,6142.802619623388,1.0,18.118602957050552,1.0,7.013066756303235,0,edge,Y,A,Sat
5,15431.491088200728,0.0,17.918781726290355,0.0,12.011333341818233,0,chrome,Y,D,Fri
6,21518.304292842786,0.0,17.966517572439443,0.0,14.597026310916256,0,chrome,Y,A,Sun
7,21579.797762897793,1.0,18.98533532005305,1.0,11.999248237619573,0,edge,N,D,Fri
8,24711.22111439651,0.0,18.1167875232456,1.0,12.005848487960833,0,edge,N,G,Sun
9,6174.726565334407,0.0,22.875931155221572,0.0,5.97295097458174,0,edge,N,J,Sun
10,12258.737238471753,0.0,19.980398027792035,1.0,5.727955984749567,0,safari,Y,J,Fri
11,20994.217487987808,1.0,4.22392511628094,3.0,20.051627612869076,1,opera,N,N,Sun
12,12303.518335164628,0.0,16.072295526937484,0.0,10.001546732164186,0,edge,Y,D,Thu
13,17441.721267051526,2.0,4.044433945801906,3.0,21.701069683623754,1,opera,Y,N,Sun
14,9226.374089343259,0.0,17.911545815593882,0.0,8.16161113647081,0,edge,N,D,Sun
15,15670.722595542999,0.0,18.12817769877388,0.0,12.002733392723071,0,edge,Y,D,Fri
16,15548.159048078312,1.0,2.114767948975601,3.0,21.666789237135767,1,vivaldi,N,O,Sun
17,12306.897189320829,0.0,20.0066428794674,0.0,11.001189557904775,0,safari,Y,A,Fri
18,24583.185482885754,0.0,18.038126794421892,0.0,9.997528639711721,0,chrome,Y,D,Fri
19,18473.67463337198,0.0,18.130841835970795,0.0,6.604463675559346,0,edge,N,A,Sun
20,9247.09171857652,1.0,19.006428162437384,0.0,7.975707050151443,0,edge,Y,A,Fri
21,15394.207128444745,3.0,4.444367845287949,1.0,21.79344416820116,1,opera,Y,N,Fri
22,3034.0763748812064,2.0,18.215745109799215,0.0,5.896160062842371,0,opera,N,J,Fri
23,21541.172817384286,0.0,19.002578274027915,0.0,11.003777032246255,0,chrome,Y,A,Fri
24,24519.63070531391,0.0,19.0052244211169,0.0,11.000484085749237,0,edge,Y,A,Sun
25,15387.462764680282,0.0,21.68295689704598,0.0,15.531205885039544,0,edge,Y,D,Sun
26,17662.56044144246,3.0,1.5943505721343336,3.0,22.52387564594859,1,vivaldi,N,O,Sat
27,24655.489021596688,0.0,19.999910443002648,0.0,11.003813678141244,0,chrome,Y,A,Fri
28,15402.821308388042,1.0,21.97691946690972,0.0,14.484366881158692,0,chrome,N,D,Sun
29,34.5557265401857,0.0,16.116727971389896,0.0,10.006373798651564,0,chrome,Y,G,Fri
30,15428.461615330918,0.0,19.001801061390477,0.0,12.024031587106146,0,edge,Y,D,Fri
31,15518.133989535887,0.0,16.568843190133915,0.0,12.008752067162629,0,chrome,N,D,Sun
32,18429.857124007933,0.0,18.989252211574627,0.0,15.663933603379826,0,chrome,Y,D,Sat
33,21529.676595372228,0.0,17.916573141404925,0.0,7.073266901307021,0,edge,Y,D,Sun
34,15360.523250037619,1.0,18.067452854415762,1.0,11.005703613376042,0,edge,Y,A,Sat
35,23152.755732373505,2.0,2.2057622172214026,3.0,20.963153206192242,1,opera,N,D,Sun
36,24665.320110014323,0.0,19.00053619706555,1.0,9.999528941760419,0,edge,Y,D,Sat
37,18348.451597617215,2.0,6.201274301404678,3.0,21.094624703679568,1,opera,N,M,Sat
38,9225.164593629897,1.0,21.618651684381806,0.0,13.129580315766983,0,edge,Y,D,Sun
39,6163.316454763381,0.0,22.07120816768359,1.0,6.413859745410836,0,edge,N,A,Sun
40,24587.91778210951,0.0,18.997406538710425,0.0,15.709110721858515,0,chrome,Y,D,Sat
41,24577.80538527464,1.0,19.010292621520264,0.0,11.994329343038613,0,edge,Y,D,Sat
42,3091.967792187576,0.0,18.97142582068122,0.0,12.009008553031736,0,chrome,Y,A,Fri
43,13725.870522124522,3.0,3.380371021510623,3.0,20.58851848729071,1,vivaldi,N,O,Fri
44,9238.973103785189,1.0,17.982020800494958,0.0,8.985316500169821,0,edge,N,D,Fri
45,6165.0630510771425,0.0,22.111243208573878,0.0,9.997178721454361,0,chrome,Y,A,Fri
46,12262.339033940927,2.0,3.1556948091114805,1.0,5.901240819836511,1,opera,N,J,Sat
47,15381.212904964514,1.0,17.992969127837565,0.0,13.121444734851144,0,edge,N,D,Sun
48,12315.827408118821,0.0,17.164989363328797,0.0,13.050959267463426,0,chrome,Y,D,Sun
49,24691.007513628454,1.0,21.875798881946142,0.0,12.957942840546659,0,chrome,N,D,Sat
50,12307.545438758838,0.0,17.14371387447525,0.0,9.997381820320937,0,chrome,Y,G,Sun
51,24565.66230213596,1.0,21.497935822383987,0.0,9.98471968513914,0,chrome,Y,D,Sun
52,15364.857141852568,0.0,19.995245372504133,0.0,10.001896353476234,0,chrome,Y,D,Sat
53,13678.952646340476,2.0,5.258755110262593,3.0,21.61761321791396,1,vivaldi,N,O,Sat
54,6169.026349401007,1.0,22.10622357716078,0.0,12.02896365519616,0,edge,Y,D,Sun
55,21566.816133132517,1.0,20.033792088632968,0.0,7.183395405593317,0,edge,Y,A,Fri
56,21439.149186465544,1.0,21.84107136232325,1.0,6.799770924670028,0,safari,Y,J,Fri
57,24649.89261832552,0.0,21.76066037902874,0.0,9.99804155173801,0,chrome,Y,D,Sun
58,18483.429814632513,0.0,21.572226597796544,0.0,9.002806971079544,0,edge,Y,G,Sat
59,25709.93043723422,2.0,19.979059560077427,0.0,6.084254788435077,0,safari,N,D,Sun
60,24642.199594863396,0.0,17.943107585805958,0.0,9.997130314936241,0,chrome,Y,G,Sun
61,18494.643217545236,1.0,18.999882125168643,0.0,10.004072213005331,0,chrome,Y,D,Sun
62,24631.975023504376,0.0,17.983084673101718,0.0,8.998297969373693,0,edge,N,D,Sun
63,24460.86934068285,0.0,20.023329328008703,0.0,8.952529822381205,0,edge,Y,G,Fri
64,11844.11106487801,1.0,3.6636162233241487,2.0,21.08719163064606,1,opera,Y,N,Fri
65,21368.580895184372,2.0,21.769619489428447,1.0,6.254788989960932,0,safari,N,D,Sun
66,24687.57639492516,1.0,21.754074378798883,1.0,12.03488591745701,0,edge,Y,G,Sat
67,6155.581962139034,0.0,21.951599704582954,0.0,12.02428369058177,0,chrome,N,A,Fri
68,3067.075144924329,1.0,20.005642247952128,0.0,6.002265541519879,0,safari,Y,A,Sun
69,6163.0829576763945,0.0,19.994599667544538,0.0,9.99534013416323,0,chrome,Y,D,Fri
